HHmmss,x,y,z,xg,yg,zg
212117,0.030,-0.137,-1.033,0.019,0.159,-0.011
212117,-0.018,-0.118,-0.969,-0.000,0.030,-0.008
212117,-0.042,-0.109,-1.021,0.003,-0.061,-0.008
212117,0.017,-0.128,-1.002,0.013,-0.113,-0.001
212117,-0.042,-0.106,-0.989,0.007,-0.037,-0.004
212117,0.010,-0.119,-0.995,-0.001,0.011,0.000
212117,-0.013,-0.107,-1.007,0.000,0.099,0.000
212117,0.026,-0.138,-1.022,0.020,0.119,-0.007
212117,-0.036,-0.103,-1.027,0.003,0.046,-0.003
212118,-0.015,-0.117,-1.026,0.005,-0.038,-0.001
212118,-0.016,-0.135,-1.004,0.003,-0.055,-0.011
212118,0.044,-0.126,-0.961,-0.005,0.002,0.006
212118,0.017,-0.118,-0.983,0.007,0.009,-0.007
212118,0.013,-0.123,-1.064,0.002,0.098,-0.011
212118,-0.054,-0.119,-0.968,-0.003,0.117,-0.001
212118,0.034,-0.125,-1.023,-0.003,-0.082,-0.010
212118,-0.002,-0.125,-0.994,0.004,-0.075,-0.005
212118,0.003,-0.123,-0.971,0.004,-0.071,-0.004
212118,-0.007,-0.117,-0.958,-0.010,-0.045,-0.004
212118,-0.007,-0.122,-1.005,-0.011,0.042,-0.004
212118,-0.040,-0.103,-0.971,-0.003,0.139,-0.003
212118,0.025,-0.116,-1.013,-0.001,0.019,0.002
212118,-0.020,-0.123,-0.997,0.009,-0.044,-0.007
212118,0.045,-0.142,-0.984,0.002,-0.057,-0.003
212118,-0.017,-0.118,-0.961,-0.005,-0.062,0.003
212118,0.003,-0.121,-0.991,-0.005,-0.015,-0.002
212118,-0.039,-0.138,-0.956,0.016,0.126,-0.005
212118,0.032,-0.130,-0.990,0.016,0.057,-0.011
212118,0.029,-0.136,-1.014,0.009,-0.036,-0.007
212118,0.012,-0.132,-0.989,0.001,-0.038,-0.002
212118,0.004,-0.128,-0.960,0.010,-0.083,-0.001
212118,0.003,-0.126,-1.028,0.000,-0.009,0.000
212118,0.013,-0.130,-0.998,-0.005,0.084,0.003
212118,-0.024,-0.097,-0.968,-0.004,0.133,-0.010
212118,0.044,-0.134,-1.013,0.003,0.069,-0.001
212118,-0.011,-0.121,-0.977,0.011,-0.024,-0.004
212118,0.018,-0.118,-0.978,0.017,-0.087,-0.012
212118,-0.036,-0.097,-1.036,-0.003,-0.025,0.006
212119,-0.006,-0.103,-0.989,-0.003,0.011,-0.000
212119,0.007,-0.149,-0.964,0.010,0.043,-0.009
212119,-0.001,-0.113,-1.009,0.003,0.063,-0.003
212119,-0.005,-0.119,-1.012,0.014,0.010,-0.011
212119,-0.006,-0.123,-0.956,0.010,-0.071,-0.007
212119,-0.018,-0.107,-0.971,0.010,-0.095,-0.003
212119,-0.008,-0.112,-0.988,0.020,-0.079,0.001
212119,-0.010,-0.138,-0.958,0.022,-0.011,-0.008
212119,-0.024,-0.118,-1.016,0.016,0.087,-0.005
212119,0.005,-0.131,-1.030,0.016,0.094,0.001
212119,0.009,-0.138,-1.005,0.008,0.021,-0.004
212119,-0.015,-0.139,-0.943,0.013,-0.070,0.001
212119,0.011,-0.130,-0.994,0.007,-0.084,0.001
212119,0.040,-0.136,-0.988,0.009,-0.057,-0.007
212119,-0.039,-0.120,-0.961,-0.020,0.069,-0.010
212119,0.015,-0.117,-1.026,-0.004,0.120,0.000
212119,-0.009,-0.122,-1.026,-0.002,0.068,0.004
212119,0.003,-0.106,-0.976,0.007,-0.100,-0.005
212119,-0.013,-0.110,-1.018,-0.003,-0.037,-0.009
212119,0.037,-0.131,-0.992,0.001,-0.033,-0.000
212119,-0.014,-0.107,-1.002,0.006,0.013,-0.004
212119,-0.016,-0.118,-0.995,-0.000,0.088,0.002
212119,0.051,-0.131,-1.032,-0.007,0.102,0.000
212119,-0.014,-0.111,-0.952,-0.006,-0.099,-0.002
212119,-0.008,-0.113,-1.029,0.001,-0.078,0.006
212119,0.065,-0.139,-0.989,0.014,-0.088,-0.000
212119,-0.025,-0.130,-0.943,-0.004,0.017,-0.008
212119,0.026,-0.112,-0.995,-0.013,0.105,-0.002
212120,0.004,-0.116,-1.021,-0.008,0.091,-0.003
212120,0.021,-0.129,-0.975,0.010,0.046,-0.005
212120,0.021,-0.131,-1.003,0.017,-0.092,-0.002
212120,0.020,-0.117,-1.014,0.011,-0.127,-0.001
212120,-0.003,-0.113,-0.959,0.003,0.019,0.001
212120,0.003,-0.120,-1.007,0.002,0.051,-0.003
212120,0.026,-0.123,-1.000,0.006,-0.033,-0.000
212120,-0.011,-0.114,-1.029,0.002,0.080,0.004
212120,0.019,-0.131,-0.987,-0.005,-0.019,-0.004
212120,0.011,-0.144,-1.007,0.001,-0.092,-0.005
212120,0.052,-0.140,-0.975,-0.007,-0.110,0.002
212120,-0.019,-0.130,-0.980,-0.014,-0.067,0.000
212120,0.035,-0.122,-1.008,-0.015,0.042,0.001
212120,0.017,-0.125,-1.003,-0.001,0.099,-0.001
212120,-0.015,-0.105,-1.013,0.003,0.030,-0.004
212120,0.014,-0.104,-1.044,-0.002,-0.079,-0.007
212120,0.012,-0.135,-0.994,-0.010,-0.112,-0.002
212120,0.018,-0.113,-0.986,-0.015,-0.051,0.007
212120,-0.004,-0.103,-1.000,-0.018,0.003,-0.000
212120,0.025,-0.134,-1.026,-0.005,0.122,-0.007
212120,-0.015,-0.104,-0.981,-0.003,0.083,0.006
212120,0.002,-0.123,-1.013,-0.000,-0.036,-0.003
212120,0.014,-0.131,-1.011,0.012,-0.127,0.000
212120,0.003,-0.116,-0.972,0.012,-0.090,0.006
212120,-0.034,-0.105,-1.006,0.006,-0.065,0.001
212120,-0.009,-0.103,-1.026,-0.020,0.053,-0.000
212120,-0.005,-0.125,-0.986,-0.009,0.111,0.007
212120,-0.005,-0.119,-0.987,0.005,0.103,-0.001
212120,-0.020,-0.114,-1.013,0.001,-0.057,-0.006
212121,0.043,-0.120,-0.994,-0.001,-0.085,0.001
212121,-0.017,-0.102,-0.990,-0.000,-0.128,0.004
212121,0.008,-0.117,-1.026,-0.004,-0.046,0.003
212121,0.005,-0.121,-0.996,-0.005,0.060,0.002
212121,-0.028,-0.117,-0.978,0.007,0.121,0.001
212121,0.036,-0.122,-1.019,0.005,0.047,0.005
212121,0.015,-0.131,-1.015,-0.009,-0.084,-0.007
212121,-0.025,-0.105,-0.952,-0.002,-0.154,-0.000
212121,0.000,-0.122,-1.002,-0.002,-0.056,0.006
212121,0.026,-0.135,-0.967,-0.014,0.068,0.005
212121,-0.015,-0.127,-0.993,-0.004,0.129,0.002
212121,0.033,-0.128,-1.025,0.001,0.019,0.008
212121,0.015,-0.131,-0.975,0.007,-0.055,0.002
212121,0.019,-0.138,-0.953,0.012,-0.146,0.008
212121,-0.006,-0.114,-1.007,0.015,-0.121,0.002
212121,0.015,-0.114,-1.015,0.002,-0.020,0.005
212121,0.010,-0.107,-0.957,-0.015,0.078,0.004
212121,0.002,-0.099,-1.022,-0.006,0.116,0.004
212121,0.025,-0.102,-1.038,0.014,0.064,0.003
212121,0.006,-0.116,-0.997,0.015,-0.186,0.006
212121,-0.032,-0.119,-0.960,0.022,-0.121,0.008
212121,-0.010,-0.109,-1.002,-0.019,-0.022,0.003
212121,0.033,-0.120,-0.998,-0.025,0.013,-0.002
212121,-0.002,-0.114,-0.968,-0.003,0.151,0.009
212121,-0.025,-0.120,-1.034,0.017,0.055,-0.004
212121,0.088,-0.136,-0.952,0.001,-0.138,0.004
212121,-0.020,-0.101,-0.979,0.008,-0.133,0.009
212121,0.015,-0.118,-0.990,0.013,-0.091,0.005
212122,0.037,-0.129,-0.996,0.002,-0.048,0.004
212122,0.030,-0.135,-0.988,0.004,0.020,0.002
212122,-0.009,-0.118,-0.989,0.006,0.033,-0.002
212122,0.057,-0.128,-0.988,-0.013,-0.005,0.007
212122,0.005,-0.111,-1.004,-0.005,0.030,-0.003
212122,0.007,-0.133,-0.977,0.006,-0.043,0.006
212122,0.008,-0.117,-1.008,0.005,-0.060,0.001
212122,0.030,-0.110,-0.981,-0.002,-0.038,0.010
212122,-0.022,-0.103,-0.957,-0.004,-0.012,0.002
212122,0.038,-0.126,-1.034,0.012,0.000,0.003
212122,-0.003,-0.108,-0.994,0.007,0.022,0.008
212122,0.012,-0.122,-0.953,0.001,-0.003,0.003
212122,0.037,-0.129,-1.006,-0.001,-0.064,0.006
212122,-0.008,-0.113,-0.962,-0.011,-0.028,0.008
212122,-0.005,-0.103,-0.971,-0.017,0.010,0.001
212122,0.032,-0.109,-1.026,-0.007,0.066,0.005
212122,0.027,-0.117,-0.988,-0.011,0.035,0.002
212122,-0.002,-0.119,-0.953,-0.016,0.044,0.009
212122,0.043,-0.123,-0.975,-0.009,-0.033,-0.002
212122,0.028,-0.123,-0.959,-0.008,-0.085,0.005
212122,-0.018,-0.112,-0.939,-0.006,-0.022,0.006
212122,0.031,-0.102,-1.009,-0.003,0.077,0.002
212122,0.029,-0.104,-0.998,-0.016,0.098,0.002
212122,-0.041,-0.104,-0.950,-0.010,0.120,0.003
212122,0.045,-0.125,-0.978,0.002,-0.100,0.002
212122,0.025,-0.125,-0.974,0.008,-0.163,0.002
212122,0.038,-0.120,-0.943,0.003,-0.024,0.011
212122,0.023,-0.114,-0.965,-0.007,0.058,-0.002
212122,0.016,-0.122,-0.981,0.002,0.098,0.010
212123,0.016,-0.119,-0.983,0.009,0.056,0.005
212123,0.028,-0.130,-0.961,0.015,0.002,0.003
212123,0.032,-0.129,-0.975,-0.003,-0.027,-0.001
212123,0.040,-0.127,-0.965,-0.003,-0.047,0.007
212123,0.009,-0.120,-0.937,0.003,-0.095,0.007
212123,-0.001,-0.113,-1.003,0.002,0.003,0.006
212123,0.023,-0.131,-0.954,-0.014,0.134,0.002
212123,0.006,-0.130,-0.948,0.002,0.120,0.001
212123,0.040,-0.114,-1.008,-0.003,-0.014,0.002
212123,0.013,-0.116,-0.964,0.020,-0.151,0.000
212123,0.025,-0.123,-0.980,0.004,-0.056,0.003
212123,0.001,-0.113,-1.001,0.005,0.004,0.008
212123,0.046,-0.141,-0.943,-0.008,0.074,0.004
212123,0.043,-0.117,-1.006,-0.008,0.054,0.010
212123,-0.000,-0.110,-0.966,0.012,0.120,0.002
212123,0.042,-0.117,-1.028,0.004,-0.116,0.005
212123,-0.001,-0.087,-0.969,0.001,-0.078,0.004
212123,0.012,-0.106,-0.997,-0.010,0.033,0.007
212123,0.024,-0.112,-0.982,-0.002,0.101,0.002
212123,0.026,-0.114,-0.983,0.011,0.039,0.004
212123,0.031,-0.114,-0.969,-0.004,0.074,0.007
212123,0.019,-0.118,-0.998,0.008,0.041,-0.001
212123,0.065,-0.144,-1.009,0.006,-0.081,0.001
212155,-0.019,-0.117,-0.953,0.008,-0.096,-0.004
212155,0.012,-0.125,-1.002,0.007,-0.058,0.004
212155,0.035,-0.133,-0.997,0.009,0.018,0.004
212155,0.015,-0.092,-0.989,-0.003,0.084,0.004
212155,0.031,-0.112,-1.031,0.006,0.091,0.003
212155,0.020,-0.146,-1.002,-0.002,-0.012,0.003
212155,0.041,-0.130,-0.980,-0.004,-0.073,0.004
212155,-0.032,-0.124,-0.975,0.001,-0.034,0.004
212155,-0.009,-0.099,-0.990,0.010,0.005,0.004
212155,0.022,-0.106,-1.003,0.008,-0.009,0.006
212155,0.007,-0.114,-1.009,-0.001,0.108,0.004
212155,0.005,-0.109,-1.043,-0.011,0.029,0.010
212155,0.045,-0.100,-1.005,0.002,-0.080,0.003
212155,-0.024,-0.103,-1.025,-0.002,-0.057,-0.000
212155,0.031,-0.114,-1.018,0.010,-0.072,0.003
212155,0.016,-0.106,-0.983,-0.002,0.029,0.006
212155,-0.007,-0.103,-1.003,-0.005,0.101,0.001
212155,0.026,-0.119,-1.030,0.003,0.106,0.001
212155,0.066,-0.127,-0.987,0.002,-0.081,-0.000
212155,0.008,-0.112,-0.961,0.016,-0.085,-0.002
212155,0.023,-0.115,-1.033,0.009,-0.039,0.007
212155,0.020,-0.102,-0.998,0.005,-0.013,0.004
212155,0.049,-0.112,-0.989,0.002,-0.020,0.007
212155,0.021,-0.120,-1.015,0.008,0.076,0.013
212155,0.061,-0.148,-0.993,0.002,0.016,-0.003
212155,0.008,-0.130,-0.982,-0.008,0.028,0.002
212155,0.061,-0.127,-1.079,0.001,-0.119,0.010
212155,0.026,-0.120,-0.973,-0.006,-0.049,0.006
212155,0.040,-0.125,-0.974,-0.008,-0.029,0.007
212155,0.011,-0.117,-0.990,-0.010,0.052,0.009
212155,0.069,-0.126,-1.032,-0.003,0.086,0.006
212155,0.048,-0.120,-1.019,-0.009,0.066,0.012
212155,-0.013,-0.124,-0.959,-0.001,0.066,0.003
212155,0.042,-0.109,-1.026,0.002,-0.114,0.006
212155,0.057,-0.110,-0.978,0.019,-0.091,0.004
212155,0.038,-0.125,-0.972,-0.007,-0.061,0.010
212155,-0.039,-0.101,-0.972,-0.026,0.041,0.005
212155,0.064,-0.134,-1.039,-0.004,0.202,0.005
212155,0.043,-0.102,-1.017,0.002,0.047,0.003
212155,0.021,-0.111,-0.986,-0.009,0.010,0.005
212155,0.026,-0.137,-0.985,-0.003,-0.155,0.003
212155,0.023,-0.127,-0.964,0.001,-0.062,0.015
212155,0.028,-0.105,-1.006,-0.008,-0.018,0.006
212155,0.024,-0.131,-1.012,-0.018,0.046,0.000
212155,-0.035,-0.116,-0.978,0.004,0.169,0.008
212155,0.047,-0.110,-1.026,0.013,-0.043,-0.002
212155,0.003,-0.111,-1.011,0.000,-0.076,0.002
212155,0.037,-0.099,-1.022,0.010,-0.052,0.008
212155,-0.004,-0.101,-0.952,0.009,-0.086,0.001
212155,0.027,-0.125,-1.045,-0.004,0.155,0.007
212155,0.034,-0.152,-0.963,0.016,0.131,-0.001
212155,-0.025,-0.117,-1.020,0.010,0.019,0.003
212155,0.038,-0.129,-0.982,0.001,-0.001,0.008
212155,0.012,-0.129,-0.996,0.009,-0.070,-0.005
212155,0.024,-0.105,-1.008,0.007,-0.037,0.003
212155,0.028,-0.097,-1.001,0.006,-0.039,0.003
212155,0.063,-0.131,-1.027,-0.004,-0.050,0.010
212155,0.016,-0.115,-0.959,-0.005,0.076,0.012
212155,-0.004,-0.130,-1.004,0.008,0.057,-0.003
212155,0.056,-0.129,-0.987,0.007,-0.004,0.005
212155,0.009,-0.118,-0.988,0.013,0.010,0.003
212155,0.020,-0.119,-0.959,0.008,-0.091,-0.004
212155,0.061,-0.113,-1.066,-0.003,-0.085,0.011
212155,0.001,-0.119,-0.946,0.002,0.099,0.010
212155,-0.005,-0.105,-0.995,0.008,0.094,0.003
212155,0.056,-0.138,-0.981,-0.002,0.076,0.005
212155,0.016,-0.142,-1.030,0.009,0.074,0.004
212155,0.044,-0.108,-0.979,0.000,-0.083,0.003
212155,0.048,-0.135,-1.023,-0.003,-0.120,0.002
212155,0.027,-0.105,-1.002,-0.009,-0.023,0.012
212155,-0.043,-0.097,-0.990,-0.019,0.010,-0.004
212155,0.050,-0.122,-1.042,-0.024,0.106,0.000
212155,0.040,-0.125,-1.022,-0.006,0.166,0.002
212155,0.059,-0.135,-0.952,-0.001,-0.131,-0.005
212155,0.057,-0.112,-1.034,0.019,-0.167,0.000
212155,0.027,-0.130,-1.003,-0.009,-0.012,0.004
212155,-0.003,-0.116,-0.976,-0.014,-0.002,-0.001
212155,0.023,-0.117,-1.007,-0.011,0.003,0.001
212155,0.028,-0.129,-1.012,0.000,0.105,0.004
212155,0.050,-0.128,-0.974,0.009,0.049,-0.001
212155,-0.006,-0.102,-0.992,0.002,0.052,0.004
212155,0.044,-0.114,-1.030,-0.004,-0.066,0.007
212155,-0.008,-0.111,-1.010,0.003,-0.111,-0.004
212155,0.035,-0.110,-0.942,0.005,0.015,0.014
212155,0.022,-0.138,-1.020,0.009,0.101,0.006
212155,0.029,-0.121,-1.034,0.008,0.026,0.000
212155,-0.070,-0.102,-0.971,0.001,0.153,0.007
212155,0.080,-0.118,-1.020,-0.008,-0.042,0.001
212155,0.017,-0.119,-1.017,0.002,-0.073,0.003
212155,0.005,-0.127,-0.990,0.007,-0.115,0.008
212155,0.018,-0.120,-1.009,-0.004,-0.014,0.007
212155,0.025,-0.119,-1.034,-0.006,0.056,0.001
212155,0.021,-0.126,-0.983,-0.004,0.095,0.009
212155,0.009,-0.119,-0.975,0.016,0.112,0.001
212155,0.036,-0.126,-1.037,0.010,-0.073,0.002
212155,0.007,-0.124,-0.971,0.009,-0.075,0.000
212155,0.073,-0.131,-1.024,0.010,-0.052,0.004
212155,0.009,-0.109,-0.994,0.005,-0.050,0.002
212155,0.021,-0.141,-0.965,-0.002,0.036,0.004
212155,0.023,-0.123,-0.986,-0.004,0.119,0.000
212155,-0.006,-0.111,-1.017,0.012,0.084,0.001
212155,0.040,-0.127,-1.002,0.009,-0.098,-0.000
212155,0.043,-0.124,-0.960,0.019,-0.046,-0.005
212155,0.029,-0.104,-1.009,0.006,-0.083,0.005
212155,0.044,-0.130,-1.029,-0.002,-0.004,0.006
212155,0.019,-0.132,-0.965,-0.002,0.081,0.005
212155,0.002,-0.117,-0.972,0.003,0.118,0.009
212155,0.041,-0.131,-1.020,0.007,0.041,0.008
212155,0.019,-0.121,-0.986,0.008,-0.055,0.004
212155,0.008,-0.108,-1.007,0.002,-0.046,0.006
212155,0.023,-0.106,-1.040,-0.007,-0.044,0.011
212155,0.060,-0.117,-1.024,0.001,-0.035,0.006
212155,-0.006,-0.107,-0.986,0.006,0.082,0.005
212155,0.033,-0.123,-0.983,0.006,0.090,0.002
212155,0.019,-0.132,-1.016,0.007,0.062,0.008
212155,0.038,-0.117,-0.999,0.009,0.000,-0.001
212155,-0.006,-0.112,-1.025,0.011,-0.021,0.008
212155,0.034,-0.138,-1.028,0.027,-0.059,0.004
212155,0.045,-0.112,-1.032,0.015,-0.105,0.007
212155,-0.023,-0.100,-0.990,0.006,0.008,0.002
212155,0.039,-0.120,-1.039,0.005,0.118,0.008
212155,0.064,-0.136,-1.005,0.020,0.086,0.005
212155,0.001,-0.120,-1.046,0.024,-0.040,0.007
212155,0.016,-0.136,-1.006,0.021,-0.078,0.001
212155,0.064,-0.148,-1.044,0.005,-0.128,0.006
212155,-0.049,-0.109,-0.993,-0.005,-0.037,0.002
212155,0.051,-0.098,-1.045,0.001,0.083,0.008
212155,0.017,-0.114,-1.035,0.005,0.090,0.005
212155,0.038,-0.135,-1.011,0.009,-0.033,-0.005
212155,0.002,-0.118,-1.015,0.001,-0.010,0.005
212155,0.065,-0.156,-1.052,0.011,-0.128,0.005
212155,0.026,-0.137,-0.984,0.020,-0.082,0.004
212155,-0.010,-0.114,-0.996,0.002,-0.036,0.007
212155,0.050,-0.129,-1.058,-0.001,0.094,0.003
212155,0.041,-0.133,-1.012,0.006,0.048,0.005
212155,0.012,-0.117,-1.001,-0.003,0.066,0.001
212155,0.034,-0.152,-1.056,-0.004,0.000,0.004
212155,0.051,-0.126,-1.030,0.011,-0.095,-0.001
212155,-0.025,-0.121,-0.991,0.017,-0.091,0.008
212155,0.025,-0.109,-1.030,0.015,-0.057,-0.001
212155,0.029,-0.110,-1.012,-0.005,0.058,0.001
212155,-0.014,-0.100,-1.000,-0.000,0.154,0.001
212155,0.039,-0.122,-1.021,0.011,-0.003,0.007
212155,0.029,-0.131,-1.011,0.021,-0.015,-0.001
212155,0.039,-0.119,-1.042,0.027,-0.070,0.004
212155,0.004,-0.106,-1.013,0.013,-0.082,0.000
212155,0.077,-0.139,-1.055,0.023,-0.138,0.007
212155,0.017,-0.128,-1.006,0.011,0.039,0.009
212155,0.002,-0.105,-1.042,0.028,0.131,0.002
212155,0.076,-0.143,-1.068,0.026,0.034,0.002
212155,-0.005,-0.139,-1.031,0.011,0.029,0.009
212155,0.058,-0.138,-1.007,0.013,-0.103,0.000
212155,0.034,-0.157,-1.059,0.028,-0.121,0.003
212155,0.032,-0.146,-1.027,0.020,-0.037,0.009
212155,-0.021,-0.131,-1.016,0.007,-0.019,0.003
212155,0.039,-0.120,-1.053,-0.001,0.120,0.005
212155,0.017,-0.135,-1.064,0.010,0.194,0.004
212155,0.035,-0.159,-1.013,0.001,-0.035,0.006
212155,0.016,-0.132,-1.063,0.015,-0.109,0.007
212155,0.055,-0.135,-1.035,0.015,-0.124,0.005
212155,-0.019,-0.120,-0.980,-0.004,0.036,0.008
212155,0.005,-0.133,-1.026,-0.012,0.103,0.007
212155,0.026,-0.140,-1.045,-0.008,0.067,0.001
212155,0.032,-0.137,-1.025,0.004,-0.003,0.010
212155,-0.021,-0.128,-1.001,-0.003,0.058,0.005
212155,0.024,-0.137,-1.046,0.007,-0.039,0.000
212155,0.052,-0.136,-1.027,0.017,-0.107,0.008
212155,-0.011,-0.126,-0.958,0.022,-0.056,0.009
212155,0.015,-0.134,-1.038,0.004,0.051,0.003
212155,0.031,-0.143,-1.035,-0.005,0.060,0.001
212155,0.009,-0.126,-0.969,-0.006,0.110,-0.003
212155,0.035,-0.139,-1.060,0.000,0.017,0.003
212155,0.042,-0.125,-1.060,0.014,-0.078,0.001
212155,0.006,-0.126,-0.990,0.026,-0.128,0.003
212155,-0.004,-0.129,-1.031,0.014,0.017,0.008
212155,0.050,-0.136,-1.041,0.010,0.040,0.001
212155,0.013,-0.124,-1.000,-0.000,0.162,0.004
212155,-0.010,-0.107,-1.062,0.012,0.157,0.003
212155,0.053,-0.140,-1.045,0.010,-0.018,0.008
212155,0.031,-0.144,-1.025,0.018,-0.054,-0.001
212155,0.031,-0.128,-1.024,0.011,-0.097,0.004
212155,0.013,-0.118,-1.029,0.005,-0.040,0.008
212155,0.058,-0.141,-1.038,-0.004,-0.035,0.006
212155,-0.027,-0.136,-0.988,0.001,0.107,0.008
212155,0.004,-0.123,-1.012,0.007,0.098,0.000
212155,0.014,-0.132,-1.040,0.010,0.012,-0.000
212155,0.020,-0.123,-1.010,0.006,-0.088,0.001
212155,0.003,-0.110,-1.020,0.008,-0.093,0.007
212155,0.049,-0.134,-1.008,0.011,-0.041,0.001
212155,0.016,-0.134,-1.000,0.002,0.014,0.003
212155,0.003,-0.123,-0.991,-0.006,0.054,0.002
212155,0.031,-0.126,-1.033,0.002,0.053,-0.002
212155,-0.024,-0.111,-1.010,-0.005,0.019,0.003
212155,0.035,-0.126,-0.992,-0.001,-0.047,0.001
212155,0.035,-0.128,-1.029,0.008,-0.079,-0.000
212155,0.052,-0.139,-1.040,0.002,-0.093,0.007
212155,-0.004,-0.117,-0.974,0.005,-0.053,0.008
212155,0.001,-0.118,-1.008,-0.007,0.024,0.005
212155,0.009,-0.122,-1.056,-0.008,0.037,0.004
212155,0.009,-0.119,-0.993,-0.003,0.004,0.009
212155,-0.003,-0.124,-0.984,0.003,0.028,-0.004
212155,0.052,-0.133,-1.050,0.001,-0.056,0.001
212155,0.033,-0.127,-1.034,0.000,-0.131,0.004
212155,-0.042,-0.108,-0.924,-0.010,-0.047,0.007
212155,0.025,-0.127,-1.036,-0.011,0.119,0.008
212155,0.021,-0.128,-1.044,0.016,0.147,0.004
212155,0.024,-0.125,-0.999,0.009,-0.026,0.003
212155,0.038,-0.116,-1.038,0.004,-0.119,0.005
212155,0.053,-0.124,-0.997,0.010,-0.112,0.010
212155,-0.016,-0.125,-0.961,0.003,-0.034,0.001
212155,-0.025,-0.118,-0.905,-0.100,-0.001,-0.073
212155,0.043,-0.129,-1.020,0.099,-0.067,0.068
212155,-0.036,-0.097,-0.974,-0.064,-0.072,0.088
212155,0.001,-0.110,-0.973,-0.150,-0.006,-0.100
212155,-0.017,-0.077,-1.088,-0.057,0.010,-0.374
212155,0.025,-0.105,-0.985,-0.005,0.041,-0.422
212155,0.069,-0.138,-1.011,0.011,-0.154,-0.043
212155,0.018,-0.116,-0.971,0.000,-0.018,0.003
212155,0.042,-0.125,-1.044,0.007,0.122,0.000
212155,0.070,-0.102,-1.031,0.009,-0.146,0.003
212155,0.024,-0.103,-1.020,-0.004,-0.011,0.010
212155,0.014,-0.110,-1.003,0.000,0.049,0.005
212155,-0.004,-0.091,-0.978,-0.001,0.142,0.000
212155,0.073,-0.112,-1.043,-0.006,0.081,0.003
212155,0.009,-0.117,-0.967,0.000,-0.099,-0.002
212155,-0.045,-0.103,-0.967,0.003,-0.049,-0.000
212155,0.075,-0.124,-1.050,0.014,-0.177,0.010
212155,0.009,-0.127,-0.973,-0.010,-0.019,0.007
212156,0.027,-0.111,-0.984,-0.016,0.071,0.003
212156,0.016,-0.100,-0.991,0.000,0.026,0.010
212156,0.020,-0.115,-1.019,-0.001,0.071,0.005
212156,-0.010,-0.121,-0.980,0.004,0.043,-0.001
212156,0.034,-0.102,-1.015,0.005,-0.041,0.004
212156,0.032,-0.115,-1.022,0.014,-0.072,0.005
212156,0.006,-0.110,-0.966,0.015,-0.008,0.004
212156,0.062,-0.121,-1.001,0.006,0.025,0.000
212156,-0.005,-0.112,-0.964,0.005,-0.033,0.005
212156,-0.027,-0.119,-0.966,0.002,0.070,0.008
212156,0.034,-0.103,-0.995,-0.007,0.024,-0.011
212156,-0.007,-0.101,-1.024,-0.014,-0.005,0.000
212156,0.037,-0.114,-1.003,-0.003,0.019,0.010
212156,0.004,-0.124,-1.012,-0.004,0.013,-0.002
212156,0.031,-0.095,-0.991,0.008,-0.192,-0.000
212156,0.088,-0.114,-1.072,0.014,-0.043,0.011
212156,0.015,-0.120,-0.923,-0.007,0.185,-0.001
212156,0.007,-0.113,-1.030,0.006,0.068,0.009
212156,-0.003,-0.121,-0.978,-0.002,-0.092,0.005
212156,0.032,-0.115,-0.992,-0.006,0.061,0.003
212156,0.009,-0.120,-1.036,-0.007,0.123,0.009
212156,-0.062,-0.113,-0.958,0.007,0.029,-0.001
212156,0.118,-0.128,-1.068,0.003,-0.238,0.007
212156,-0.024,-0.119,-0.932,-0.030,0.122,0.009
212156,0.031,-0.115,-1.021,-0.006,0.106,0.002
212156,-0.009,-0.094,-0.953,0.001,-0.028,0.005
212156,0.056,-0.123,-1.028,0.004,0.055,-0.002
212156,-0.033,-0.118,-0.992,0.009,0.049,0.011
212156,0.044,-0.116,-0.982,0.005,-0.082,0.000
212157,0.061,-0.138,-1.029,0.016,-0.136,0.004
212157,0.020,-0.125,-0.938,0.002,0.015,0.007
212157,-0.027,-0.104,-1.005,-0.004,0.069,-0.001
212157,0.006,-0.100,-1.009,0.003,-0.001,0.011
212157,0.055,-0.130,-0.978,0.002,0.045,0.007
212157,0.017,-0.115,-0.937,0.007,0.082,0.001
212157,-0.002,-0.111,-1.009,0.004,0.056,-0.002
212157,0.083,-0.116,-1.050,-0.067,-0.049,0.002
212157,-0.011,-0.099,-0.978,-0.007,-0.014,-0.000
